Engine,Feature,Real Std Dev,Generated Std Dev,Ratio to Real
Physics-Informed Monte Carlo,SSC,0.7488385167280102,0.8553822042032104,1.1422785889015623
Physics-Informed Monte Carlo,Malic,0.5141946557180632,0.5062593524428607,0.9845675111809145
Physics-Informed Monte Carlo,Citric,2.4696045387799646,2.072018489643067,0.8390082124916594
Physics-Informed Monte Carlo,Glutamic,0.6284442547823748,0.6738559823624881,1.072260550135571
Physics-Informed Monte Carlo,Fructose,4.2036546282128056,4.775817575747351,1.136110836436104
Physics-Informed Monte Carlo,Glucose,3.869560635413998,4.510083467125062,1.1655285682433907
Mcmc,SSC,0.7488385167280102,0.787587410343566,1.051745326595734
Mcmc,Malic,0.5141946557180632,0.5034023436309701,0.9790112324835002
Mcmc,Citric,2.4696045387799646,1.9887446336854206,0.8052887020801724
Mcmc,Glutamic,0.6284442547823748,0.6669394633270828,1.061254770414026
Mcmc,Fructose,4.2036546282128056,4.407112452269287,1.0484002236270733
Mcmc,Glucose,3.869560635413998,4.069728534163679,1.0517288440754116
Regression,SSC,0.7488385167280102,0.7937624187300306,1.0599914414102414
Regression,Malic,0.5141946557180632,0.50386283889492,0.9799067985086017
Regression,Citric,2.4696045387799646,2.0296488922884484,0.8218517825089262
Regression,Glutamic,0.6284442547823748,0.6357327926386018,1.0115977476136702
Regression,Fructose,4.2036546282128056,4.4823701652380485,1.0663031484924201
Regression,Glucose,3.869560635413998,4.117087843127235,1.06396778110876
Variational Autoencoder,SSC,0.7488385167280102,0.9000052809715271,1.2018683078750116
Variational Autoencoder,Malic,0.5141946557180632,0.6091036796569824,1.1845780053983264
Variational Autoencoder,Citric,2.4696045387799646,2.122023820877075,0.8592565277375942
Variational Autoencoder,Glutamic,0.6284442547823748,0.7958507537841797,1.2663824161456874
Variational Autoencoder,Fructose,4.2036546282128056,4.979085922241211,1.1844659855793342
Variational Autoencoder,Glucose,3.869560635413998,4.6726226806640625,1.2075331338396629
Physics-Informed VAE,SSC,0.7488385167280102,0.8261670862004201,1.103264679560409
Physics-Informed VAE,Malic,0.5141946557180632,0.509500693197137,0.9908712343297866
Physics-Informed VAE,Citric,2.4696045387799646,2.065320592555462,0.8362960790377283
Physics-Informed VAE,Glutamic,0.6284442547823748,0.67289648172208,1.07073376294147
Physics-Informed VAE,Fructose,4.2036546282128056,4.6524430838402955,1.106761495726944
Physics-Informed VAE,Glucose,3.869560635413998,4.331510691650135,1.119380492970803
